20330.021	china	275779
24308.455	love	1084989
24754.776	see	9368180
24157.704	know	1084989
24225.113	came	315166
23187.834	project	36973
17483.114	say	126271
22362.63	work	689925
23828.207	people	378561
17102.538	money	98968
