9.975509644,
9.849368095,
8.038131475,
8.147661448,
9.776954889,
9.980394602,
5.631523848,
12.89149499,
9.901251316,
9.916488409,
9.960464001,
9.885663271,
9.910830021,
9.939572573,
7.493893385,
7.610632896,
10.06156206,
9.960995436,
9.903288364,
9.874639273,
7.367533445,
9.968043089,
9.92186904,
12.62021637,
9.970390081,
10.33644152,
4.025554895,
13.01278758,
9.923794746,
12.69413996,
9.932938337,
6.604893446,
9.977815866,
7.269628525,
10.20719504,
9.882455349,
9.891169071,
10.02017212,
9.984538794,
12.30127788,
4.303776503,
12.11509585,
9.607776165,
12.54860878,
9.605434895,
9.551804304,
9.503958464,
9.542714834,
12.16714835,
7.059360504,
9.607193232,
6.738360167,
9.567272663,
9.557448387,
4.276547194,
12.06412315,
12.26067972,
9.654367208,
9.592598438,
4.304452419,
9.532813311,
9.686557293,
9.528194427,
12.42739296,
9.483995914,
12.00486827,
9.491850615,
9.464455843,
9.608976364,
9.580458403,
12.60835528,
9.493479729,
9.528759956,
12.20159769,
9.687752008,
9.566335201,
12.41908312,
9.577140331,
10.08381701,
5.585383415,
3.811545372,
12.26430011,
9.881716013,
9.602936745,
9.513405561,
7.17262435,
9.520475388,
11.95768023,
9.501568794,
9.5893929,
12.25545573,
8.460473061,
9.533410311,
9.663398027,
9.604948521,
9.581199646,
9.515908003,
9.580174208,
12.30391359,
9.554675579,
,
,9.626823657
