3.691037655,217,
3.894166946,267,
3.702832699,5481,
3.847224236,491,
2.889356136,1,
3.623971939,288,
4.01899004,5321,
2.981570959,615,
2.873258114,2199,
2.902108669,1250,
,,
,,3.442451739
